Opentime,Open,High,Low,Close,Volume,Close_time,Quote_asset_volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore
1699113600000,34709.91000000,34795.46000000,34692.52000000,34730.73000000,1532.96881000,1699127999999,53256607.89660200,87747,763.50821000,26524754.35845250,0
1699128000000,34730.74000000,35255.00000000,34708.54000000,35062.07000000,4927.99965000,1699142399999,172556805.21157990,164454,2660.29391000,93176971.49802070,0
1699142400000,35062.06000000,35300.00000000,34935.00000000,35277.01000000,3702.56606000,1699156799999,129813848.82555230,157365,1905.01725000,66808983.50894050,0
1699156800000,35277.02000000,35305.75000000,35043.92000000,35162.46000000,3529.75253000,1699171199999,124109134.87732500,143611,1766.90288000,62126119.26368650,0
1699171200000,35162.46000000,35188.68000000,35000.20000000,35085.98000000,3592.01797000,1699185599999,126072434.31350580,137543,1468.29549000,51531893.11520650,0
1699185600000,35085.97000000,35172.20000000,34757.47000000,34882.92000000,4242.30621000,1699199999999,148298901.01392230,202014,2022.08885000,70685192.13455760,0
1699200000000,34882.92000000,35278.54000000,34867.14000000,34988.21000000,3621.09621000,1699214399999,126988354.18854130,166551,1830.50592000,64193836.82646120,0
1699214400000,34988.20000000,35380.00000000,34448.00000000,35011.88000000,5840.99478000,1699228799999,204068300.78264260,231384,2877.52154000,100566051.05115040,0
1699228800000,35011.89000000,35118.71000000,34830.00000000,34978.38000000,3649.84040000,1699243199999,127601392.90102870,157283,1742.13471000,60898042.50867090,0
1699243200000,34978.38000000,35024.99000000,34725.90000000,34904.72000000,3041.02859000,1699257599999,105959220.60238730,136055,1411.07641000,49170993.02867500,0
1699257600000,34904.72000000,35276.33000000,34827.01000000,35232.45000000,4297.55628000,1699271999999,150825239.08748310,180883,2183.73427000,76651493.02475600,0
1699272000000,35232.45000000,35250.00000000,34902.06000000,35080.95000000,5415.59252000,1699286399999,190113079.92050190,224977,2593.59349000,91045582.91749850,0
1699286400000,35080.95000000,35111.10000000,34810.64000000,35054.68000000,3397.16247000,1699300799999,118805811.20796070,164604,1687.65784000,59019374.89870290,0
1699300800000,35054.67000000,35150.00000000,34892.03000000,35046.09000000,2545.29060000,1699315199999,89122958.54595880,124444,1152.08055000,40340794.77478730,0
1699315200000,35046.09000000,35053.41000000,34790.64000000,34919.01000000,3383.15291000,1699329599999,118073185.44434820,166620,1603.26703000,55952770.36411270,0
1699329600000,34919.01000000,34971.77000000,34822.36000000,34937.71000000,2463.23402000,1699343999999,85949598.79079010,114820,1138.77586000,39737873.63129470,0
1699344000000,34937.71000000,34975.90000000,34551.00000000,34627.83000000,5977.50833000,1699358399999,207703491.18430770,230004,2654.72762000,92239039.23194340,0
1699358400000,34627.83000000,34840.88000000,34523.06000000,34721.23000000,5012.74142000,1699372799999,174004649.51871290,203969,2505.24364000,86967608.18202910,0
1699372800000,34721.23000000,35579.70000000,34560.00000000,35453.98000000,12011.04393000,1699387199999,422720072.82159110,350563,6481.93499000,228129210.05418990,0
1699387200000,35453.98000000,35888.00000000,35200.18000000,35399.12000000,9841.05631000,1699401599999,349580363.43810270,286820,4991.31954000,177355508.19637180,0
1699401600000,35399.13000000,35419.29000000,35231.08000000,35269.68000000,2888.44478000,1699415999999,102057360.44994240,111955,1326.63014000,46876578.25995410,0
1699416000000,35269.69000000,35361.70000000,35167.78000000,35226.40000000,2664.83548000,1699430399999,93980893.85506760,111786,1208.60163000,42626898.81701980,0
1699430400000,35226.39000000,35437.09000000,35185.95000000,35330.79000000,4576.58915000,1699444799999,161647180.37711400,144142,2549.41023000,90045053.82659190,0
1699444800000,35330.80000000,35469.29000000,35100.00000000,35225.68000000,4799.53965000,1699459199999,169440476.15613670,177355,2489.57404000,87898619.59870590,0
1699459200000,35225.67000000,35768.84000000,35185.00000000,35621.99000000,6363.85633000,1699473599999,225692191.78377880,220374,3384.47232000,120015343.83083830,0
1699473600000,35622.00000000,36106.00000000,35390.00000000,35624.72000000,12108.07598000,1699487999999,432674057.87068830,366956,6234.13614000,222852141.04677970,0
1699488000000,35624.72000000,36550.00000000,35534.05000000,36438.37000000,11800.31687000,1699502399999,426690073.09818800,360993,6022.56002000,217789396.00703920,0
1699502400000,36438.38000000,36863.91000000,36415.01000000,36533.04000000,9881.69266000,1699516799999,362067290.54701780,252309,4734.30167000,173460233.99380380,0
1699516800000,36533.05000000,36990.00000000,36530.00000000,36805.71000000,7641.34765000,1699531199999,280730123.20692320,192791,4004.14347000,147121839.69893730,0
1699531200000,36805.71000000,37972.24000000,36759.00000000,37084.02000000,25282.63532000,1699545599999,945725379.30820270,515538,13878.18878000,519085715.09072320,0
1699545600000,37084.03000000,37211.10000000,35600.00000000,36382.20000000,20436.92683000,1699559999999,744332291.61039590,576637,9520.39053000,346732469.51446880,0
1699560000000,36382.21000000,36784.57000000,36139.57000000,36701.09000000,7494.96952000,1699574399999,273872765.01195410,240497,3997.22789000,146065326.74021540,0
1699574400000,36701.10000000,36919.06000000,36446.20000000,36733.27000000,5576.15963000,1699588799999,204587309.82695990,205398,2988.80727000,109666739.99721430,0
1699588800000,36733.27000000,36807.69000000,36427.61000000,36439.98000000,6598.97934000,1699603199999,241830026.45844610,177478,2896.09109000,106187307.66458330,0
1699603200000,36439.98000000,37147.20000000,36324.71000000,37071.09000000,7391.32020000,1699617599999,271365381.16372210,230996,4100.33416000,150564544.62985650,0
1699617600000,37071.10000000,37260.19000000,36822.00000000,37082.14000000,9124.64217000,1699631999999,338123895.02353380,280857,4581.99113000,169807133.41499920,0
1699632000000,37082.13000000,37455.00000000,37080.00000000,37225.96000000,9459.37419000,1699646399999,352812998.93087750,236947,4272.34825000,159353000.31582860,0
1699646400000,37225.96000000,37526.00000000,37070.19000000,37301.63000000,5263.57345000,1699660799999,196349563.12056380,166053,2548.99689000,95093092.74588510,0
1699660800000,37301.63000000,37408.26000000,36900.10000000,37039.97000000,5167.05914000,1699675199999,191919406.71710850,181857,2273.27273000,84447621.08695060,0
1699675200000,37039.97000000,37134.85000000,36920.73000000,37006.40000000,3675.17773000,1699689599999,136142286.16623700,140712,1659.86533000,61491537.83864670,0
1699689600000,37006.40000000,37056.25000000,36910.00000000,36988.52000000,2618.77630000,1699703999999,96864206.67048750,115670,1307.93545000,48377882.56440940,0
1699704000000,36988.51000000,37274.30000000,36951.10000000,37050.77000000,4126.50062000,1699718399999,153226953.22140160,163754,1984.04803000,73671343.59623620,0
1699718400000,37050.78000000,37175.00000000,37030.20000000,37148.79000000,3185.90598000,1699732799999,118253225.65126470,148505,1600.85995000,59419501.14875330,0
1699732800000,37148.79000000,37155.00000000,36666.93000000,37130.00000000,4211.55258000,1699747199999,155518534.30744340,172802,1902.67643000,70265293.43292350,0
1699747200000,37129.99000000,37180.00000000,36731.10000000,36988.77000000,3440.45414000,1699761599999,127124416.01586970,161705,1580.93962000,58404800.15356190,0
